recording_id,cutter_id,follower_id,from_lane,to_lane,relation_start_frame,relation_end_frame,relation_start_time,relation_rows,dhw_min,thw_min,ttc_min,dhw_min_raw_window,thw_min_raw_window,ttc_min_raw_window
13,2558,2566,7,6,23203,23251,928.12,49,100.87,2.9728853521956973,43.79166666666663,98.61,2.9252447345001484,43.79166666666663
11,388,390,4,3,3105,3145,124.2,41,27.370000000000005,1.0390743550834614,43.90625,27.010000000000048,1.0390743550834614,43.90625
12,1267,1286,3,2,10534,10583,421.36,50,124.16,5.726937269372693,44.20274914089346,122.49,5.718329466357309,27.954918032786882
01,778,789,6,5,16542,16568,661.68,27,353.83,8.836913086913087,44.33959899749375,353.83,8.836913086913087,44.33959899749375
11,207,216,4,3,1798,1847,71.92,50,43.68000000000001,1.6237918215613387,44.49019607843125,42.61,1.5893323386795972,24.682051282051304
17,696,701,2,3,16314,16363,652.56,50,114.46000000000001,3.0620652755484215,44.53759398496246,111.97,3.0107555794568435,44.53759398496246
06,322,331,8,7,6761,6810,270.44,50,254.45999999999998,6.499616858237547,44.563922942206645,248.37999999999997,6.345937659683187,41.74453781512602
04,457,463,8,7,10811,10845,432.44,35,190.06000000000003,5.542723826188394,45.29629629629633,190.06000000000003,5.542723826188394,43.5415778251599
07,256,270,3,4,4165,4214,166.6,50,253.61999999999998,6.331003494757862,46.11272727272727,251.23,6.251057476984324,43.92132867132868
01,701,703,2,3,14899,14948,595.96,50,23.83,0.8109115554049476,46.461538461538524,23.790000000000003,0.8109115554049476,15.903614457831328
05,824,825,3,2,18856,18905,754.24,50,20.70999999999998,0.6156793398172721,46.488888888889235,20.620000000000005,0.6013686911890498,46.488888888889235
13,892,914,8,7,8049,8098,321.96,50,145.69,5.282451051486585,46.69551282051286,142.37999999999997,5.094096601073344,42.50149253731345
08,44,46,7,6,322,371,12.88,50,41.670000000000016,1.2145147187408922,46.73913043478252,41.22,1.1909852643744583,31.79285714285718
15,200,210,2,3,3594,3642,143.76,49,179.64999999999998,4.833198816249663,47.028795811518314,175.33000000000004,4.746345425013537,42.555825242718484
09,859,865,3,4,16446,16495,657.84,50,129.86,3.0772511848341235,47.08362369337982,127.37,3.0376818507035535,46.699658703071684
17,873,872,5,6,19691,19740,787.64,50,16.75,0.5016471997604073,47.13157894736817,11.789999999999992,0.35748938750758014,15.28828828828827
17,376,383,2,3,8751,8798,350.04,48,203.78,5.5677595628415295,47.5393258426966,203.78,5.5677595628415295,43.07436399217225
17,951,961,2,3,22123,22172,884.92,50,133.23,3.8684668989547037,47.63573883161507,130.82,3.8206775700934577,45.885350318471374
14,1611,1616,3,4,15427,15476,617.08,50,53.21000000000001,1.4722832052689354,47.798245614035075,53.21000000000001,1.4722832052689354,33.24855491329471
12,2029,2033,6,7,17208,17257,688.32,50,62.81000000000006,1.881102126385147,47.946564885496144,61.30000000000001,1.8238619458494498,38.0745341614907
03,116,120,6,5,2946,2995,117.84,50,80.25,2.265029635901778,48.053892215568816,78.42000000000002,2.2040472175379433,44.977142857142844
11,947,950,4,3,7812,7861,312.48,50,34.97999999999996,1.3397873955960524,48.25675675675691,34.829999999999984,1.3397873955960524,30.729508196721348
11,377,394,6,7,3170,3219,126.8,50,175.32000000000002,5.1640648011782035,48.297520661156994,171.37,5.0166861826697895,44.86125654450266
06,751,754,3,4,15488,15537,619.52,50,116.11,3.082293602336076,48.43373493975912,113.98,3.0378464818763327,41.48026315789474
14,1413,1428,7,6,13395,13444,535.8,50,173.96,4.482349909817057,48.51482479784366,172.04000000000002,4.414677957403131,38.18421052631581
11,456,461,4,3,3806,3855,152.24,50,47.880000000000024,2.049145299145299,48.66336633663362,47.150000000000006,2.049145299145299,48.66336633663362
01,929,933,6,5,19859,19908,794.36,50,91.35,2.6462920046349936,48.850267379679025,89.38999999999999,2.588013896931094,48.18085106382973
14,2669,2673,4,3,25810,25859,1032.4,50,73.31,2.2880774032459428,48.873333333333335,71.74000000000001,2.2362842892768082,47.19607843137252
06,678,685,3,4,14289,14338,571.56,50,119.88999999999999,3.164994720168954,48.98393574297186,117.50999999999999,3.1186305732484074,48.75619834710742
17,866,873,6,5,19604,19653,784.16,50,119.30000000000001,3.3379966424174596,49.031746031745975,117.75999999999999,3.322453573438379,44.12802768166089
04,93,97,3,4,2285,2331,91.4,47,133.11,3.6014610389610393,49.52346570397119,131.54999999999998,3.571816453977735,49.52346570397119
13,2224,2229,3,2,20177,20226,807.08,50,52.11999999999999,2.012355212355212,49.63809523809536,50.92999999999999,1.953586497890295,39.17692307692305
12,706,717,7,6,5487,5536,219.48,50,76.43,2.2924415116976604,49.936708860759424,75.60999999999999,2.250967549866031,47.14035087719296
07,762,767,7,6,13423,13472,536.92,50,134.08999999999997,3.1446998123827385,50.03358208955223,131.17000000000002,3.059001865671642,40.86292834890965
04,46,49,2,3,960,1009,38.4,50,86.01,2.746146586977038,50.21714285714287,85.97999999999999,2.746146586977038,30.339869281045775
05,392,407,3,4,9381,9427,375.24,47,322.66,8.940426711000278,50.28657616892909,322.66,8.940426711000278,48.619738751814246
19,919,922,2,3,22337,22369,893.48,33,103.72,3.003764842166232,50.84313725490198,103.72,3.003764842166232,50.84313725490198
09,666,672,3,4,13062,13111,522.48,50,246.04,5.370879720585025,51.19839679358723,241.22000000000003,5.266812227074237,50.767857142857146
12,832,831,4,3,6468,6517,258.72,50,22.53,1.1964949548592674,51.37777777777787,22.53,1.1964949548592674,20.016260162601622
13,1854,1862,3,4,16754,16803,670.16,50,155.95,4.3929577464788725,51.46864686468645,152.64999999999998,4.2639664804469275,42.520891364902546
12,426,428,3,4,3146,3195,125.84,50,8.79000000000002,0.46833422032996336,51.8235294117642,8.79000000000002,0.46833422032996336,19.577777777777815
12,2345,2353,7,6,19695,19733,787.8,39,91.32,2.7943696450428397,52.07821229050271,89.93,2.7326040717107265,52.07821229050271
11,398,399,4,3,3484,3533,139.36,50,16.979999999999997,0.6571207430340559,52.45454545454573,16.979999999999997,0.6571207430340559,52.45454545454573
11,1022,1025,2,3,8577,8626,343.08,50,29.42,1.1263399693721288,52.53571428571408,28.769999999999996,1.101876675603217,46.75806451612895
17,108,110,6,5,1950,1999,78.0,50,40.81999999999999,0.9855142443264121,52.69620253164562,40.44,0.9739884393063583,44.351063829787336
08,1323,1326,7,6,21908,21957,876.32,50,119.46000000000001,2.7236662106703147,52.863247863247786,117.37,2.6950631458094145,51.96218487394969
19,264,269,6,5,6047,6093,241.88,47,149.64,4.31363505332949,52.96219931271484,147.76999999999998,4.211171273867198,52.96219931271484
17,231,238,6,5,4932,4981,197.28,50,73.57,2.380906148867314,52.98601398601402,73.49000000000001,2.3775477191847303,38.624390243902496
14,1148,1158,3,2,10740,10789,429.6,50,62.05000000000001,2.6485002112378537,53.12711864406765,62.05000000000001,2.6485002112378537,19.231428571428573
03,75,80,6,5,1936,1977,77.44,42,216.69000000000003,6.345241581259152,53.50370370370375,211.10999999999996,6.12623331398723,49.20979020979021
07,719,728,3,4,12650,12698,506.0,49,284.2,6.8218915026404225,53.927893738140455,278.47999999999996,6.703899855560905,51.85847299813782
13,1644,1655,7,6,15090,15132,603.6,43,65.23999999999995,2.0085995085995076,54.000000000000156,65.23999999999995,2.0085995085995076,18.06870229007634
19,737,742,6,5,17669,17718,706.76,50,50.22,1.8828124999999996,54.468085106382894,50.19,1.8828124999999996,46.8828828828829
12,2018,2026,2,3,17203,17252,688.12,50,49.6,1.9150579150579152,54.5054945054945,48.44,1.8397265476642612,37.84375000000007
04,272,274,7,6,6129,6178,245.16,50,19.450000000000045,0.5440313111545982,55.59999999999972,18.05000000000001,0.5126384549843798,30.365079365079577
14,1112,1129,7,6,10535,10563,421.4,29,192.43,4.816770963704631,55.80056980056972,192.43,4.816770963704631,41.034136546184705
13,636,640,8,7,5353,5402,214.12,50,83.05000000000001,2.6173967853766156,55.81208053691279,81.47000000000003,2.552318295739349,53.24836601307187
06,1050,1057,2,3,22377,22414,895.08,38,190.15,5.191100191100191,55.88252148997143,190.15,5.191100191100191,48.38186157517894
10,692,697,7,6,11701,11750,468.04,50,98.92999999999998,2.4782064128256507,55.89265536723153,96.92000000000002,2.3919052319842056,44.66359447004606
06,37,40,8,7,788,837,31.52,50,94.78999999999999,2.6648861400056223,55.90857142857143,93.61999999999998,2.640157924421883,45.406249999999964
04,205,209,2,3,4637,4686,185.48,50,99.4,2.6638229805385234,57.112994350282385,99.31,2.6638229805385234,36.32191780821917
11,283,288,7,6,2257,2306,90.28,50,23.760000000000005,0.8793486306439676,57.21428571428597,23.760000000000005,0.8793486306439676,18.06993006993003
09,585,592,8,7,11169,11209,446.76,41,192.01,5.001562907007033,57.43148688046648,187.69,4.885216033315981,57.43148688046648
11,1154,1159,7,6,9708,9757,388.32,50,64.48,1.8318181818181818,58.491071428571196,64.47,1.8307779670641682,41.167701863354054
13,1870,1874,7,6,16994,17043,679.76,50,27.059999999999945,0.7893815635939307,58.85106382978743,26.91999999999996,0.7781629116117851,35.2682926829268
04,750,759,7,6,18025,18059,721.0,35,230.0,5.715705765407554,58.974358974359,223.75,5.631036217303824,58.83547557840616
08,628,630,4,3,11146,11195,445.84,50,19.43999999999994,0.5554921540656197,59.060606060606396,19.43999999999994,0.5553973227000855,13.70440251572328
06,1099,1106,3,4,23724,23747,948.96,24,360.76,8.898865318204242,59.31928687196108,360.76,8.898865318204242,59.31928687196108
18,441,445,2,3,10461,10510,418.44,50,187.91,4.292142530835998,59.46518987341765,186.56,4.261306532663316,57.226993865030714
09,971,983,8,7,18691,18732,747.64,42,236.82,6.265079365079365,60.41326530612253,231.07,6.13894792773645,52.04279279279282
10,414,421,2,3,6798,6847,271.92,50,280.53000000000003,6.682467841829443,60.93263157894737,276.88,6.619172842457567,60.83823529411759
11,1691,1696,3,4,14703,14752,588.12,50,21.11999999999999,0.7346086956521736,61.42857142857126,21.11999999999999,0.7346086956521736,50.767441860465176
14,1954,1964,2,3,19154,19203,766.16,50,125.58000000000001,4.041841004184101,61.528571428571404,123.82999999999998,4.012637718729747,44.766666666666616
15,357,361,2,3,6875,6924,275.0,50,114.84,2.9014653865588684,61.9202127659576,114.84,2.9014653865588684,40.023178807947076
12,1424,1432,4,3,11724,11773,468.96,50,42.56,2.0944417117560263,62.333333333333485,42.56,2.0944417117560263,19.277310924369754
08,330,341,7,6,5644,5693,225.76,50,244.22,5.981386235611071,62.55970149253738,243.59000000000003,5.963035495716035,61.21327014218011
13,2633,2637,2,3,23856,23905,954.24,50,40.53999999999999,1.481980342191483,62.75757575757572,40.47999999999999,1.481980342191483,62.75757575757572
06,586,588,7,6,12488,12537,499.52,50,48.69999999999999,1.3248095756256806,63.25641025641017,48.639999999999986,1.3184402924451666,37.427536231883984
12,265,272,2,3,2293,2342,91.72,50,38.18000000000001,1.7144778126400715,63.966666666666534,38.18000000000001,1.7144778126400715,18.511210762331835
04,125,128,3,2,3018,3057,120.72,40,34.379999999999995,1.4167009461127107,64.42592592592564,34.379999999999995,1.4153656532456858,64.42592592592564
16,161,162,6,5,3553,3602,142.12,50,119.49000000000004,2.9510990367992105,64.94021739130424,117.32000000000002,2.874785591766724,49.71186440677968
06,972,975,2,3,20288,20337,811.52,50,51.60000000000002,2.0764587525150913,65.48148148148128,50.870000000000005,2.047082494969819,65.08536585365852
11,172,177,3,2,1389,1438,55.56,50,38.16,1.6518932874354568,65.61016949152545,38.04000000000002,1.6518932874354568,34.61538461538461
08,575,581,7,6,10301,10347,412.04,47,117.18,3.0766423357664228,66.39444444444456,116.62,3.0766423357664228,48.07751937984486
12,2143,2155,7,6,18230,18275,729.2,46,67.75,2.143987341772152,66.54368932038824,67.75,2.143987341772152,39.36813186813187
01,1029,1036,2,3,22285,22334,891.4,50,170.42000000000002,4.9991199765327075,66.57031249999994,167.70999999999998,4.9239577216676444,64.04961832061066
19,765,768,6,5,18773,18822,750.92,50,124.04000000000002,3.640739653654242,66.68817204301078,121.61000000000001,3.5673217952478735,49.23481781376514
12,1434,1440,4,3,11677,11726,467.08,50,23.899999999999977,1.2982074959261258,66.72222222222162,23.899999999999977,1.2982074959261258,15.042168674698775
02,896,899,2,3,20323,20372,812.92,50,89.56000000000002,2.3426628302380337,66.83582089552259,88.19000000000001,2.301409185803758,61.671328671328695
06,369,377,2,3,7729,7778,309.16,50,234.53000000000003,6.471578366445916,67.9323943661971,231.23,6.415926748057713,65.68834688346888
09,186,191,2,3,3106,3155,124.24,50,149.81000000000003,4.323520923520925,68.04932735426017,147.61,4.268652400231348,68.04932735426017
14,413,425,6,7,3741,3783,149.64,43,118.63999999999999,4.29855072463768,69.72988505747132,116.50999999999996,4.216793340571841,63.456852791878205
12,2626,2637,7,6,22262,22310,890.48,49,151.65,4.2183588317107095,70.0720720720721,151.65,4.2183588317107095,48.9179331306991
09,312,318,3,4,6007,6056,240.28,50,241.20999999999998,6.458099062918339,70.31339031339036,239.12,6.4193288590604025,61.52579852579853
08,786,788,2,3,13991,14040,559.64,50,82.81,2.415308498253783,70.90677966101697,82.81,2.415308498253783,33.92248062015506
08,1181,1183,2,3,19892,19941,795.68,50,84.06,2.5308456214264226,70.95041322314046,83.49,2.524644693075295,42.626794258373124
03,870,884,6,5,24217,24239,968.68,23,221.04,7.585215605749488,72.3074433656958,218.68,7.585215605749488,72.3074433656958
12,1115,1123,4,3,8900,8949,356.0,50,28.389999999999986,1.2984054669703873,73.07692307692297,28.389999999999986,1.2933212996389902,12.79918032786883
12,111,116,4,3,621,670,24.84,50,20.829999999999984,1.0474308300395252,73.10344827586225,20.47999999999996,0.9817920459990407,24.105882352941112
13,1566,1575,2,3,14227,14276,569.08,50,83.30000000000001,3.1315789473684212,73.31034482758622,82.62,3.0828358208955224,50.58620689655179
13,1777,1783,3,4,15976,16025,639.04,50,91.26999999999998,2.6032515687393034,74.95934959349611,90.23999999999998,2.6028612303290406,74.95934959349611
14,2605,2626,7,6,25488,25521,1019.52,34,222.3,5.860796203532824,75.24666666666667,222.3,5.860796203532824,75.07284768211913
11,154,162,3,2,1302,1351,52.08,50,69.36,2.622306238185255,75.39130434782624,68.06,2.5721844293272866,49.318840579710056
17,452,455,6,5,10276,10325,411.04,50,204.71,6.1529906822963625,76.10037174721177,201.60999999999999,5.9262198706643145,64.41214057507982
06,234,236,3,2,4880,4929,195.2,50,40.19999999999999,1.5273556231003036,76.98113207547208,40.099999999999966,1.502805836139169,76.98113207547208
04,507,510,8,7,12050,12087,482.0,38,199.20999999999998,5.437057220708447,77.16030534351152,196.79000000000002,5.4242006615215,77.16030534351152
12,315,329,8,7,2404,2453,96.16,50,117.19,4.353244837758112,77.1633986928104,117.19,4.316806416332483,56.1184834123223
05,1094,1098,7,6,25926,25957,1037.04,32,121.52999999999997,3.228746014877789,77.48427672955994,119.69999999999999,3.1869009584664534,69.75000000000011
07,697,701,7,6,12344,12393,493.76,50,52.04000000000002,1.4008075370121136,78.01470588235298,51.80000000000001,1.393222162452932,78.01470588235298
16,159,162,6,5,3491,3526,139.64,36,235.64,5.976160284047679,78.7171052631579,231.28000000000003,5.7805548612846795,78.7171052631579
14,2804,2810,6,7,27191,27240,1087.64,50,87.07000000000001,2.8241972105092445,79.88073394495414,85.68,2.7881548974943056,55.999999999999964
08,863,880,8,7,15025,15074,601.0,50,206.07000000000002,6.4533500313087035,80.15267175572517,204.92000000000002,6.444897959183673,67.29968454258672
08,934,944,3,4,16090,16115,643.6,26,144.52999999999997,3.9651577503429345,80.30769230769229,144.52999999999997,3.9651577503429345,57.056818181818166
14,1760,1767,7,6,16935,16984,677.4,50,71.2,2.1614077669902914,83.34883720930239,71.2,2.1614077669902914,39.06878306878305
11,1074,1089,2,3,9033,9082,361.32,50,96.80000000000001,4.109083191850596,83.5762711864407,96.63,4.092757306226175,77.26356589147294
01,497,499,2,3,10094,10143,403.76,50,18.439999999999998,0.6081794195250659,85.59090909090821,18.439999999999998,0.6081794195250659,13.601351351351344
20,251,254,6,5,4737,4786,189.48,50,25.659999999999968,0.6759673598315348,85.5999999999988,25.659999999999968,0.6759673598315348,18.986301369863003
06,1322,1323,8,7,29091,29140,1163.64,50,34.579999999999984,1.1537691794529696,85.75609756097565,34.339999999999975,1.1461949265687574,47.155844155843965
06,842,847,7,6,17620,17669,704.8,50,102.61000000000004,2.7516760525610096,86.26050420168082,101.56,2.714056654195617,84.63333333333314
06,1129,1132,8,7,24491,24540,979.64,50,88.72999999999999,2.7117970660146695,87.18446601941706,88.40000000000003,2.6943005181347157,44.27619047619046
04,1091,1100,8,7,26044,26093,1041.76,50,179.58000000000004,5.836204094897629,88.97572815533987,177.84,5.7871786527822975,77.25102880658437
10,705,706,4,3,11887,11936,475.48,50,85.92000000000002,2.1399750933997512,89.49999999999994,84.86000000000001,2.115681874844179,85.23000000000002
06,1012,1014,7,6,21141,21190,845.64,50,66.62,1.686146095717884,90.45945945945921,65.33999999999997,1.6475037821482597,29.56561085972858
09,1155,1160,3,2,21761,21810,870.44,50,48.71000000000001,1.9414109206855323,91.70370370370327,48.46000000000001,1.9361022364217255,91.70370370370327
09,550,566,2,3,10656,10705,426.24,50,244.02999999999997,9.479611650485438,94.55893536121665,242.05999999999997,9.439766081871346,93.29962546816473
12,980,996,7,6,7594,7643,303.76,50,127.27,4.011030570438071,94.60583941605833,126.39000000000001,3.9657985566363356,89.08108108108105
09,741,745,3,4,14290,14339,571.6,50,173.68,3.943687556766576,94.70053475935842,172.44,3.9417542256738236,88.72413793103442
09,1271,1277,7,6,24169,24203,966.76,35,330.67,7.742214937953641,97.25588235294123,330.67,7.742214937953641,97.25588235294123
11,1730,1735,4,3,15117,15166,604.68,50,22.419999999999987,0.9180999180999175,97.73913043478251,22.419999999999987,0.9180999180999175,44.21153846153852
06,531,533,7,6,11462,11511,458.48,50,49.049999999999955,1.5904669260700375,98.09999999999991,48.61999999999995,1.5729537366548025,98.0
11,156,165,8,7,1405,1444,56.2,40,66.31,2.5350777398558977,98.36764705882364,66.31,2.5350777398558977,52.64885496183209
04,245,252,3,2,5540,5587,221.6,48,287.78,7.938758620689654,99.57785467128025,287.78,7.938758620689654,99.57785467128025
11,286,298,3,2,2334,2383,93.36,50,74.70000000000002,3.0627306273062738,99.60000000000002,73.82,3.036610448375154,72.37254901960787
12,1829,1841,7,6,15528,15546,621.12,19,158.03,4.187334393216746,103.92156862745092,157.01999999999998,4.125591171833945,83.62371134020628
12,530,532,4,3,4023,4072,160.92,50,15.769999999999982,0.7567178502879071,106.93333333333176,14.21999999999997,0.6771428571428557,42.72972972972962
13,292,298,3,2,2327,2376,93.08,50,33.34000000000002,1.3416000000000008,107.54838709677469,32.85000000000001,1.3256658595641648,59.72727272727266
04,24,26,3,4,521,570,20.84,50,56.81,1.5345759049162615,113.76,56.61,1.5283477321814256,113.76
14,837,845,4,3,7895,7944,315.8,50,42.11,1.769327731092437,116.9722222222224,41.64999999999999,1.7419489753241317,74.46551724137947
12,240,242,7,6,1627,1667,65.08,41,51.77,1.4875250932033268,117.88636363636425,50.610000000000014,1.4402390438247015,46.009090909090865
10,128,129,2,3,2290,2339,91.6,50,78.53,1.8458284371327849,118.86567164179081,78.12,1.845067106192607,75.10280373831775
14,5,8,3,4,37,86,1.48,50,98.15,2.5486886522981047,119.69512195121948,97.08000000000001,2.511772315653299,81.57983193277327
08,1484,1489,3,4,25075,25124,1003.0,50,89.52000000000001,1.8657774072530224,121.11999999999996,88.69000000000001,1.8488638732541174,71.8759689922481
10,170,176,4,3,2986,3035,119.44,50,90.78,2.6161383285302593,122.74324324324289,90.04000000000002,2.6059027777777777,120.21333333333332
06,663,672,7,6,14142,14191,565.68,50,115.87000000000002,3.5324398416082854,124.42553191489391,115.55999999999997,3.5324398416082854,124.42553191489391
05,132,134,6,7,3127,3160,125.08,34,75.93,2.081369863013699,125.00000000000021,75.93,2.080447232069812,106.61111111111134
08,793,808,3,4,14073,14115,562.92,43,241.62,6.149656401119878,125.88541666666654,239.15,6.094546381243629,125.88541666666654
11,376,394,6,7,3135,3169,125.4,35,210.81000000000003,6.29847624738572,125.91715976331376,208.33999999999997,6.152982870643827,125.15882352941182
13,2600,2616,7,6,23688,23716,947.52,29,170.36,4.158164510617525,127.13432835820932,170.36,4.158164510617525,127.13432835820932
09,805,813,7,6,15584,15633,623.36,50,228.96,6.290109890109891,128.19889502762416,228.01,6.265732344050563,110.62441314554015
13,1761,1768,2,3,15864,15913,634.56,50,52.139999999999986,1.6652866242038207,130.35000000000042,51.52000000000001,1.6355905511811009,84.45901639344272
04,651,652,3,4,15640,15689,625.6,50,58.120000000000005,1.4710473313192363,133.47727272727346,58.120000000000005,1.4685471792311542,133.47727272727346
11,1521,1527,3,2,13071,13120,522.84,50,60.19,2.4508928571428563,139.9767441860466,59.210000000000036,2.4206868356500424,54.66055045871561
04,426,432,3,4,9800,9849,392.0,50,166.36,5.8227892345333805,142.70085470085448,166.36,5.8227892345333805,95.80681818181829
03,890,891,6,5,24574,24623,982.96,50,108.97,2.9134256792754405,143.90789473684254,108.97,2.9070318672636297,60.67027027027022
13,30,34,3,4,210,259,8.4,50,56.19000000000001,2.197188598203827,144.46153846153825,56.19000000000001,2.197188598203827,34.88023952095812
06,647,651,3,4,13934,13983,557.36,50,127.14,3.147233201581028,145.74999999999957,127.10999999999999,3.147233201581028,79.74999999999997
13,153,163,3,2,1197,1246,47.88,50,58.46999999999997,2.6998158379373844,146.6749999999992,58.46999999999997,2.688868613138686,39.16774193548384
06,514,527,2,3,11280,11329,451.2,50,220.34,8.747121873759427,147.59602649006607,219.16,8.722642260246717,132.90588235294123
06,269,276,7,6,5575,5607,223.0,33,210.79,5.586800954147893,148.60139860139864,210.79,5.586800954147893,121.85310734463305
05,1126,1137,2,3,26877,26912,1075.08,36,237.03000000000003,9.37618670886076,150.23270440251574,237.03000000000003,9.37618670886076,136.22471910112378
06,618,625,8,7,13207,13248,528.28,42,234.91,7.4034037188780335,151.91025641025652,234.91,7.4034037188780335,113.01877934272285
14,2250,2258,3,4,22178,22227,887.12,50,81.91000000000001,2.581783800819414,155.71698113207512,81.47,2.5364259028642593,104.8124999999999
04,766,778,7,6,18390,18416,735.6,27,217.3,5.858722027500674,158.61313868613087,217.3,5.858722027500674,158.61313868613087
11,1090,1094,3,4,9116,9165,364.64,50,29.000000000000057,1.0808494783904616,161.5555555555557,29.000000000000057,1.0808494783904616,34.13483146067413
08,300,308,7,6,5067,5110,202.68,44,307.83,7.3944270958443425,162.60732984293222,307.26,7.364813039309683,162.60732984293222
10,840,846,8,7,14695,14744,587.8,50,216.23,5.6471663619744055,170.66406249999986,215.26,5.594074844074845,138.24528301886824
12,2107,2113,2,3,17760,17809,710.4,50,56.329999999999984,2.2052282481467023,171.2727272727281,55.81,2.1792268645060524,76.4520547945205
13,2816,2820,4,3,25564,25613,1022.56,50,36.03000000000003,1.354378053363398,171.71428571428504,36.03000000000003,1.354378053363398,21.632768361581938
15,647,651,6,5,12840,12887,513.6,48,128.94,3.4448303499866415,176.63013698630212,128.94,3.4448303499866415,176.63013698630212
12,1484,1489,8,7,12249,12298,489.96,50,44.359999999999985,1.5174180327868854,177.76,44.34000000000003,1.5174180327868854,68.05970149253716
06,68,69,2,3,1486,1535,59.44,50,41.41,1.191544434857636,180.9130434782578,41.41,1.191544434857636,53.34999999999969
09,1147,1160,3,2,21669,21718,866.76,50,128.99,5.0903709550118394,188.59420289855032,128.38,5.072303437376531,184.14084507042233
02,294,299,2,3,6840,6889,273.6,50,196.39000000000001,5.164080988693137,188.83653846153862,195.38000000000002,5.089346183902058,132.01351351351317
06,201,202,3,4,4368,4417,174.72,50,62.75999999999999,1.7916071938338565,190.42424242424343,62.190000000000005,1.7636516381965832,69.0543478260868
08,415,420,7,6,6999,7047,279.96,49,193.78,3.7634492134395026,193.78,193.78,3.7634492134395026,193.78
11,37,44,3,4,69,118,2.76,50,43.17999999999995,1.4217978268027642,196.40909090908866,43.17999999999995,1.4217978268027642,94.06521739130413
13,873,879,7,6,7691,7740,307.64,50,59.24000000000001,1.8918315252074034,198.4333333333352,59.24000000000001,1.8897362567524636,110.90740740740685
02,970,975,2,3,22168,22217,886.72,50,136.40999999999997,3.8456998313659363,204.2238805970144,136.40999999999997,3.8391158365976503,81.47368421052629
12,1783,1787,3,4,15064,15113,602.56,50,32.670000000000016,1.4253926701570687,204.43749999999986,31.78,1.396923076923077,192.17647058823738
07,17,19,3,4,140,178,5.6,39,261.75,5.8625222816399285,205.55468749999983,261.75,5.862138084632517,158.8562874251495
09,350,352,3,4,6867,6916,274.68,50,112.14000000000001,2.621931260229133,208.38888888888928,111.74999999999999,2.6148269410664176,208.38888888888928
04,538,544,2,3,12927,12976,517.08,50,121.81,5.170203735144312,211.63793103448214,121.41,5.169073916737468,211.63793103448214
04,110,112,2,3,2902,2951,116.08,50,103.9,3.62134909596662,212.0408163265313,103.13000000000001,3.574696707105719,105.23469387755098
12,1380,1393,7,6,11517,11557,460.68,41,41.43000000000001,1.4179155313351497,218.4736842105289,41.43000000000001,1.4179155313351497,24.884393063583783
13,2213,2220,7,6,20089,20119,803.56,31,77.40000000000003,2.2203098106712575,228.3529411764732,77.40000000000003,2.2203098106712575,217.8055555555516
04,1019,1024,7,6,24053,24102,962.12,50,166.46,4.18661971830986,229.31506849314948,166.12,4.1686323713927225,156.23148148148073
11,131,140,3,4,1217,1259,48.68,43,28.770000000000003,1.0038327526132405,239.74999999999804,28.770000000000003,1.0031369815266644,44.77272727272726
05,163,168,2,3,3670,3719,146.8,50,43.170000000000016,1.7370741482965935,240.77777777777817,43.170000000000016,1.7352707006369428,128.61764705882365
10,187,189,7,6,3201,3250,128.04,50,131.35000000000002,3.5553450608930985,259.03921568627555,131.34999999999997,3.540118470651589,253.6538461538481
13,177,180,4,3,1347,1396,53.88,50,13.030000000000001,0.5365053322395411,260.5999999999963,12.969999999999999,0.521982414068744,260.3999999999965
07,602,610,6,7,10470,10518,418.8,49,290.8,6.993746993746995,265.6090909090906,290.8,6.993746993746995,265.6090909090906
06,303,304,6,7,6239,6288,249.56,50,53.25999999999999,1.4286480686695275,266.49999999999613,53.079999999999984,1.4256974248927037,221.3333333333314
04,400,401,2,3,9049,9098,361.96,50,39.68000000000001,1.6964133219470532,283.7857142857131,39.68000000000001,1.6894514767932487,67.58333333333319
11,1615,1622,3,4,13899,13948,555.96,50,88.09,2.9361702127659575,284.9032258064528,88.02000000000001,2.9335768847558965,96.20430107526887
11,1050,1056,6,7,8896,8945,355.84,50,64.0,1.8762826150688947,291.0454545454562,63.75999999999999,1.8616058394160582,89.34246575342416
02,720,729,2,3,16271,16320,650.84,50,99.33,3.2135231316725976,292.1470588235295,98.81,3.1470401018459575,219.80000000000035
05,1025,1032,7,6,23776,23825,951.04,50,112.43,3.015826180257511,313.916666666661,112.05000000000001,2.9824327921213736,232.30612244897867
08,1460,1462,2,3,24551,24600,982.04,50,35.690000000000005,1.0689140811455846,325.6363636363653,35.690000000000005,1.0678317535545028,257.49999999999903
09,212,220,2,3,3825,3874,153.0,50,223.71999999999997,6.399943068602333,325.9855072463779,223.43,6.399943068602333,297.35526315789275
04,613,619,3,4,15059,15098,602.36,40,140.41,4.12591722923393,326.7209302325584,139.88,4.123969375736159,326.7209302325584
04,1104,1106,7,6,26292,26326,1051.68,35,76.13,2.080054644808743,331.7826086956567,76.13,2.080054644808743,318.4583333333307
06,1112,1121,8,7,24072,24121,962.88,50,182.19000000000003,5.541058394160585,351.5000000000027,182.04,5.521989687594784,196.0531914893622
04,934,938,2,3,22342,22391,893.68,50,49.66999999999999,2.138924731182796,355.2142857142843,49.66999999999999,2.129182549767047,73.17391304347848
14,473,480,4,3,4202,4251,168.08,50,83.1,2.58170542635659,416.19999999999396,82.97,2.556031843233312,307.33333333333377
